 Date  ,Year,Month,State,City,Metro City,Age Group,Education_Level,Family Background,Labour Force,Employed People,Unemployed People,Male Unemployed,Female Unemployed,Unemployement Rate ,Urban Unemployement ,Rural Unemployement ,Youth Unemployement 
2020-08,2020,Aug,Jharkhand,Mumbai,Yes,25-34,Undergraduate,Upper Middle,35806744,33425917,2380827,1556376,824451,6.65,6.70,7.38,10.92
2020-09,2020,Sep,Jharkhand,Pune,Yes,25-34,Secondary School,Rich,35284971,32326074,2958897,1819881,1139016,8.39,9.77,9.21,12.88
2020-10,2020,Oct,Jharkhand,Hyderabad,Yes,18-24,No Formal Education,Poor,36718255,33720158,2998097,2011017,987080,8.17,8.37,8.19,11.97
2020-11,2020,Nov,Jharkhand,Non-Metro,No,35-44,Primary School,Lower Middle,36335058,34330805,2004253,1158384,845869,5.52,6.31,4.97,7.62
2020-12,2020,Dec,Jharkhand,Chennai,Yes,55-60,Primary School,Upper Middle,35423477,32028750,3394727,1921139,1473588,9.58,10.42,10.00,12.78
2021-01,2021,Jan,Jharkhand,Non-Metro,No,55-60,Higher Secondary,Rich,36276069,33706017,2570052,1675933,894119,7.08,6.09,5.20,12.99
2021-02,2021,Feb,Jharkhand,Delhi,Yes,45-54,Higher Secondary,Upper Middle,34928261,32099621,2828640,1837192,991448,8.10,9.91,7.58,12.90
2021-03,2021,Mar,Jharkhand,Hyderabad,Yes,55-60,Higher Secondary,Lower Middle,35168681,32883765,2284916,1577754,707162,6.50,5.82,7.02,10.95
2021-04,2021,Apr,Jharkhand,Kolkata,Yes,45-54,Secondary School,Poor,35227520,31990577,3236943,1873414,1363529,9.19,8.45,9.52,14.58
2021-05,2021,May,Jharkhand,Bangalore,Yes,18-24,Secondary School,Poor,34652724,32421084,2231640,1463934,767706,6.44,6.30,5.99,11.43
2021-06,2021,Jun,Jharkhand,Non-Metro,No,55-60,Secondary School,Upper Middle,37058503,35412388,1646115,1079275,566840,4.44,6.30,4.60,10.16
2021-07,2021,Jul,Jharkhand,Mumbai,Yes,35-44,Postgraduate,Upper Middle,34248769,33008592,1240177,817168,423009,3.62,4.22,3.31,8.02
2021-08,2021,Aug,Jharkhand,Hyderabad,Yes,18-24,Higher Secondary,Lower Middle,34655433,32095561,2559872,1553741,1006131,7.39,8.57,8.15,12.44
2021-09,2021,Sep,Jharkhand,Non-Metro,No,25-34,Primary School,Upper Middle,36449574,34827199,1622375,1044009,578366,4.45,3.86,4.64,9.70
2021-10,2021,Oct,Jharkhand,Non-Metro,No,45-54,Undergraduate,Lower Middle,34982488,32268162,2714326,1808183,906143,7.76,9.33,8.01,12.98
2021-11,2021,Nov,Jharkhand,Hyderabad,Yes,55-60,Higher Secondary,Lower Middle,35091480,32807492,2283988,1504473,779515,6.51,6.52,7.27,8.56
2021-12,2021,Dec,Jharkhand,Ahmedabad,Yes,35-44,Primary School,Rich,36041325,32897344,3143981,2078484,1065497,8.72,10.64,8.28,13.18
2022-01,2022,Jan,Jharkhand,Non-Metro,No,45-54,Higher Secondary,Rich,35597960,33177278,2420682,1358569,1062113,6.80,6.14,5.57,12.11
2022-02,2022,Feb,Jharkhand,Non-Metro,No,35-44,Primary School,Poor,35414558,34065715,1348843,940382,408461,3.81,2.97,4.31,6.28
2022-03,2022,Mar,Jharkhand,Mumbai,Yes,55-60,Primary School,Rich,37085258,34547935,2537323,1495399,1041924,6.84,7.19,6.57,11.13
2022-04,2022,Apr,Jharkhand,Bangalore,Yes,25-34,Higher Secondary,Poor,35251190,33191903,2059287,1230073,829214,5.84,7.74,6.75,11.30
2022-05,2022,May,Jharkhand,Bangalore,Yes,35-44,Primary School,Upper Middle,35081894,31504567,3577327,2306000,1271327,10.20,9.99,8.71,12.58
2022-06,2022,Jun,Jharkhand,Delhi,Yes,18-24,Undergraduate,Lower Middle,35562061,32502210,3059851,1734920,1324931,8.60,9.24,7.35,11.98
2022-07,2022,Jul,Jharkhand,Non-Metro,No,45-54,Higher Secondary,Lower Middle,35904827,33253213,2651614,1497994,1153620,7.39,7.52,7.19,9.70
2022-08,2022,Aug,Jharkhand,Ahmedabad,Yes,45-54,Postgraduate,Rich,36508474,33117013,3391461,2339718,1051743,9.29,10.70,7.77,13.44
2022-09,2022,Sep,Jharkhand,Non-Metro,No,45-54,Secondary School,Upper Middle,35032937,32151087,2881850,1721710,1160140,8.23,9.10,6.69,11.72
2022-10,2022,Oct,Jharkhand,Bangalore,Yes,55-60,Undergraduate,Rich,34808814,32971887,1836927,1202028,634899,5.28,5.03,4.61,10.67
2022-11,2022,Nov,Jharkhand,Non-Metro,No,55-60,No Formal Education,Rich,35199126,32454690,2744436,1513053,1231383,7.80,8.31,7.01,12.34
2022-12,2022,Dec,Jharkhand,Delhi,Yes,25-34,Undergraduate,Upper Middle,36286450,33429088,2857362,1623301,1234061,7.87,9.70,7.90,11.33
2023-01,2023,Jan,Jharkhand,Ahmedabad,Yes,55-60,Secondary School,Lower Middle,35250279,32862764,2387515,1564111,823404,6.77,5.87,5.48,10.01
2023-02,2023,Feb,Jharkhand,Non-Metro,No,45-54,Postgraduate,Rich,35490321,32848735,2641586,1548863,1092723,7.44,9.20,5.58,10.80
2023-03,2023,Mar,Jharkhand,Bangalore,Yes,25-34,Secondary School,Upper Middle,36314008,34818975,1495033,965876,529157,4.12,4.74,4.08,7.21
2023-04,2023,Apr,Jharkhand,Delhi,Yes,45-54,Primary School,Rich,36185598,34031759,2153839,1342668,811171,5.95,5.13,4.85,9.85
2023-05,2023,May,Jharkhand,Kolkata,Yes,25-34,Postgraduate,Upper Middle,35493393,33331700,2161693,1207540,954153,6.09,5.14,5.11,11.27
2023-06,2023,Jun,Jharkhand,Chennai,Yes,25-34,No Formal Education,Rich,34337167,32647646,1689521,1000782,688739,4.92,4.31,5.31,8.95
2023-07,2023,Jul,Jharkhand,Mumbai,Yes,45-54,Primary School,Rich,35903922,33981774,1922148,1304226,617922,5.35,5.96,5.51,9.13
2023-08,2023,Aug,Jharkhand,Chennai,Yes,35-44,Postgraduate,Poor,37425434,33990755,3434679,2041030,1393649,9.18,8.43,9.77,13.10
2023-09,2023,Sep,Jharkhand,Non-Metro,No,55-60,Higher Secondary,Upper Middle,35554991,33004909,2550082,1738295,811787,7.17,8.64,6.11,10.78
2023-10,2023,Oct,Jharkhand,Kolkata,Yes,55-60,Primary School,Lower Middle,35861833,33887226,1974607,1334672,639935,5.51,4.89,4.40,10.63
2023-11,2023,Nov,Jharkhand,Delhi,Yes,25-34,Undergraduate,Upper Middle,34655181,33298641,1356540,813801,542739,3.91,5.88,3.37,6.63
2023-12,2023,Dec,Jharkhand,Hyderabad,Yes,35-44,Higher Secondary,Rich,37254288,34766172,2488116,1540276,947840,6.68,5.83,4.97,11.56
2024-01,2024,Jan,Jharkhand,Bangalore,Yes,25-34,No Formal Education,Lower Middle,34200495,32385379,1815116,1004261,810855,5.31,5.71,5.12,9.02
2024-02,2024,Feb,Jharkhand,Mumbai,Yes,55-60,Postgraduate,Rich,34156557,32165167,1991390,1329303,662087,5.83,7.51,5.13,9.97
2024-03,2024,Mar,Jharkhand,Non-Metro,No,35-44,Undergraduate,Rich,37240967,36411931,829036,567135,261901,2.23,4.01,3.11,6.26
2024-04,2024,Apr,Jharkhand,Bangalore,Yes,55-60,Primary School,Upper Middle,35682841,33538929,2143912,1268776,875136,6.01,5.86,4.85,9.63
2024-05,2024,May,Jharkhand,Hyderabad,Yes,55-60,Higher Secondary,Rich,34613362,32739940,1873422,1153905,719517,5.41,4.76,6.02,9.30
2024-06,2024,Jun,Jharkhand,Bangalore,Yes,55-60,No Formal Education,Upper Middle,36615199,33942761,2672438,1627344,1045094,7.30,8.68,7.17,13.05
2024-07,2024,Jul,Jharkhand,Non-Metro,No,18-24,Secondary School,Upper Middle,36247048,33195045,3052003,2110019,941984,8.42,9.02,8.49,13.41
2024-08,2024,Aug,Jharkhand,Hyderabad,Yes,35-44,No Formal Education,Upper Middle,34823531,31119693,3703838,2518893,1184945,10.64,10.85,9.14,16.55
2024-09,2024,Sep,Jharkhand,Kolkata,Yes,55-60,Primary School,Lower Middle,36222129,33690609,2531520,1478633,1052887,6.99,8.96,6.82,10.47
2024-10,2024,Oct,Jharkhand,Mumbai,Yes,18-24,Higher Secondary,Poor,36827692,33381716,3445976,1983398,1462578,9.36,10.70,8.81,14.53
2024-11,2024,Nov,Jharkhand,Mumbai,Yes,55-60,No Formal Education,Lower Middle,36963308,35737530,1225778,717991,507787,3.32,3.10,1.34,7.91
2024-12,2024,Dec,Jharkhand,Non-Metro,No,45-54,Primary School,Upper Middle,35891747,32738968,3152779,1944721,1208058,8.78,8.20,8.49,14.26
2020-01,2020,Jan,Karnataka,Non-Metro,No,18-24,Secondary School,Poor,23131986,21412680,1719306,979509,739797,7.43,7.16,8.33,13.27
2020-02,2020,Feb,Karnataka,Chennai,Yes,45-54,No Formal Education,Rich,22801836,20943177,1858659,1119298,739361,8.15,8.11,7.73,12.90
2020-03,2020,Mar,Karnataka,Ahmedabad,Yes,18-24,No Formal Education,Upper Middle,22343409,20359503,1983906,1105817,878089,8.88,8.83,8.35,12.16
2020-04,2020,Apr,Karnataka,Pune,Yes,25-34,Primary School,Lower Middle,22672305,21493370,1178935,703140,475795,5.20,5.77,5.12,10.35
2020-05,2020,May,Karnataka,Delhi,Yes,55-60,Primary School,Upper Middle,23382924,21911742,1471182,810864,660318,6.29,5.92,6.82,8.41
2020-06,2020,Jun,Karnataka,Kolkata,Yes,35-44,Postgraduate,Lower Middle,24196434,21999152,2197282,1360226,837056,9.08,10.94,7.30,11.88
2020-07,2020,Jul,Karnataka,Pune,Yes,18-24,Higher Secondary,Lower Middle,23496980,21285159,2211821,1258186,953635,9.41,10.69,9.58,11.44
2020-08,2020,Aug,Karnataka,Hyderabad,Yes,45-54,Secondary School,Upper Middle,23413550,22489730,923820,527406,396414,3.95,5.35,2.67,6.22
2020-09,2020,Sep,Karnataka,Chennai,Yes,55-60,Secondary School,Lower Middle,23406042,22299957,1106085,737381,368704,4.73,5.79,3.66,6.97
2020-10,2020,Oct,Karnataka,Chennai,Yes,25-34,Higher Secondary,Rich,23863686,22619353,1244333,686217,558116,5.21,6.29,5.51,8.43
2020-11,2020,Nov,Karnataka,Chennai,Yes,55-60,No Formal Education,Poor,23266626,21915084,1351542,890737,460805,5.81,6.80,5.64,11.47
2020-12,2020,Dec,Karnataka,Kolkata,Yes,35-44,Undergraduate,Lower Middle,22588337,20600323,1988014,1317595,670419,8.80,9.54,9.47,13.08
2021-01,2021,Jan,Karnataka,Pune,Yes,55-60,Primary School,Lower Middle,22342259,20633408,1708851,999556,709295,7.65,7.19,7.16,10.94
2021-02,2021,Feb,Karnataka,Pune,Yes,18-24,Undergraduate,Upper Middle,22826342,20188419,2637923,1634451,1003472,11.56,11.05,10.47,16.04
2021-03,2021,Mar,Karnataka,Mumbai,Yes,55-60,Undergraduate,Poor,23692552,21747544,1945008,1197730,747278,8.21,9.15,7.58,12.32
2021-04,2021,Apr,Karnataka,Bangalore,Yes,55-60,Postgraduate,Upper Middle,22302986,20875512,1427474,921926,505548,6.40,6.28,6.04,8.93
2021-05,2021,May,Karnataka,Kolkata,Yes,25-34,Higher Secondary,Lower Middle,22604693,20572781,2031912,1149344,882568,8.99,9.57,8.39,11.42
2021-06,2021,Jun,Karnataka,Chennai,Yes,55-60,Secondary School,Lower Middle,23742025,21773334,1968691,1339103,629588,8.29,7.63,6.44,11.32
2021-07,2021,Jul,Karnataka,Delhi,Yes,55-60,Primary School,Rich,23123306,21692548,1430758,989293,441465,6.19,5.53,6.40,9.29
2021-08,2021,Aug,Karnataka,Chennai,Yes,35-44,Undergraduate,Rich,23717584,22349948,1367636,822146,545490,5.77,6.73,6.76,8.07
2021-09,2021,Sep,Karnataka,Chennai,Yes,35-44,Primary School,Upper Middle,23036110,21636877,1399233,774121,625112,6.07,7.02,4.46,10.67
2021-10,2021,Oct,Karnataka,Hyderabad,Yes,45-54,Secondary School,Upper Middle,24520812,23487151,1033661,709890,323771,4.22,4.30,4.69,9.02
2021-11,2021,Nov,Karnataka,Non-Metro,No,25-34,Higher Secondary,Rich,23221171,21906085,1315086,815818,499268,5.66,6.24,3.86,11.55
2021-12,2021,Dec,Karnataka,Non-Metro,No,55-60,Undergraduate,Poor,23064830,21478466,1586364,986210,600154,6.88,7.98,5.80,9.11
2022-01,2022,Jan,Karnataka,Kolkata,Yes,45-54,Undergraduate,Rich,22462410,20311784,2150626,1186688,963938,9.57,11.52,9.06,15.05
2022-02,2022,Feb,Karnataka,Non-Metro,No,18-24,Secondary School,Rich,23946169,22849510,1096659,685582,411077,4.58,4.31,4.23,7.35
2022-03,2022,Mar,Karnataka,Delhi,Yes,18-24,Undergraduate,Rich,22336647,20526537,1810110,1224646,585464,8.10,8.85,8.16,13.12
2022-04,2022,Apr,Karnataka,Hyderabad,Yes,55-60,Postgraduate,Upper Middle,23924241,21924065,2000176,1361004,639172,8.36,9.12,8.88,10.43
2022-05,2022,May,Karnataka,Non-Metro,No,18-24,Secondary School,Rich,24139551,22403563,1735988,1039875,696113,7.19,9.09,6.51,10.23
2022-06,2022,Jun,Karnataka,Bangalore,Yes,25-34,Primary School,Rich,24183771,22777884,1405887,924150,481737,5.81,5.66,5.89,9.04
2022-07,2022,Jul,Karnataka,Non-Metro,No,55-60,Secondary School,Lower Middle,22403654,20554141,1849513,1159506,690007,8.26,8.99,8.11,13.38
2022-08,2022,Aug,Karnataka,Hyderabad,Yes,55-60,Higher Secondary,Upper Middle,23867690,21548275,2319415,1565996,753419,9.72,11.57,8.62,11.79
2022-09,2022,Sep,Karnataka,Kolkata,Yes,35-44,Postgraduate,Rich,24454038,22974988,1479050,860049,619001,6.05,6.53,6.79,8.90
2022-10,2022,Oct,Karnataka,Chennai,Yes,35-44,No Formal Education,Upper Middle,22559980,21012051,1547929,1027587,520342,6.86,6.56,5.33,11.60
2022-11,2022,Nov,Karnataka,Kolkata,Yes,55-60,Primary School,Upper Middle,22946472,20667028,2279444,1406863,872581,9.93,9.81,8.82,13.35
2022-12,2022,Dec,Karnataka,Kolkata,Yes,45-54,No Formal Education,Lower Middle,23543280,21641322,1901958,1118062,783896,8.08,7.67,8.92,10.90
2023-01,2023,Jan,Karnataka,Mumbai,Yes,45-54,Secondary School,Rich,23499009,22476891,1022118,667030,355088,4.35,5.80,3.36,8.65
2023-02,2023,Feb,Karnataka,Bangalore,Yes,35-44,Postgraduate,Rich,23426764,21531990,1894774,1188002,706772,8.09,9.02,6.68,10.48
2023-03,2023,Mar,Karnataka,Bangalore,Yes,45-54,Higher Secondary,Upper Middle,23756679,22325437,1431242,902528,528714,6.02,5.08,4.33,8.71
2023-04,2023,Apr,Karnataka,Kolkata,Yes,18-24,Postgraduate,Poor,23230736,21105434,2125302,1331667,793635,9.15,8.64,9.22,13.85
2023-05,2023,May,Karnataka,Kolkata,Yes,35-44,Undergraduate,Lower Middle,24090568,22929835,1160733,657037,503696,4.82,4.97,4.71,8.54
2023-06,2023,Jun,Karnataka,Mumbai,Yes,25-34,Primary School,Rich,23246599,21250042,1996557,1191057,805500,8.59,10.41,7.11,14.09
2023-07,2023,Jul,Karnataka,Non-Metro,No,55-60,Undergraduate,Lower Middle,22379965,21210109,1169856,690448,479408,5.23,6.39,4.00,10.10
2023-08,2023,Aug,Karnataka,Delhi,Yes,25-34,No Formal Education,Poor,22288354,20348609,1939745,1176063,763682,8.70,10.17,7.41,13.31
2023-09,2023,Sep,Karnataka,Delhi,Yes,25-34,Higher Secondary,Lower Middle,22473922,20168575,2305347,1273789,1031558,10.26,9.28,10.67,12.57
2023-10,2023,Oct,Karnataka,Chennai,Yes,55-60,Higher Secondary,Lower Middle,23190320,22312750,877570,572029,305541,3.78,5.17,2.19,9.69
2023-11,2023,Nov,Karnataka,Non-Metro,No,55-60,Postgraduate,Poor,22858178,21530764,1327414,892544,434870,5.81,5.83,6.75,10.33
2023-12,2023,Dec,Karnataka,Kolkata,Yes,18-24,Primary School,Poor,23196063,21711136,1484927,853804,631123,6.40,5.83,6.38,11.31
2024-01,2024,Jan,Karnataka,Non-Metro,No,45-54,Primary School,Rich,22938126,21646113,1292013,804239,487774,5.63,7.58,4.72,10.64
2024-02,2024,Feb,Karnataka,Hyderabad,Yes,35-44,Undergraduate,Upper Middle,23392260,21397229,1995031,1135515,859516,8.53,8.95,8.98,12.26
2024-03,2024,Mar,Karnataka,Delhi,Yes,35-44,Primary School,Lower Middle,24296512,22390801,1905711,1165611,740100,7.84,7.31,7.72,9.96
2024-04,2024,Apr,Karnataka,Delhi,Yes,35-44,Undergraduate,Rich,23728372,21445612,2282760,1350416,932344,9.62,10.49,10.27,15.46
2024-05,2024,May,Karnataka,Ahmedabad,Yes,35-44,Secondary School,Rich,23776606,21820206,1956400,1176787,779613,8.23,9.12,7.53,12.33
2024-06,2024,Jun,Karnataka,Non-Metro,No,18-24,Secondary School,Poor,22689547,21495712,1193835,791013,402822,5.26,6.46,3.96,10.51
2024-07,2024,Jul,Karnataka,Bangalore,Yes,18-24,Primary School,Poor,22776312,21799681,976631,629150,347481,4.29,4.06,4.89,8.97
2024-08,2024,Aug,Karnataka,Delhi,Yes,55-60,Postgraduate,Lower Middle,23270741,21448831,1821910,1135387,686523,7.83,7.91,8.82,11.75
2024-09,2024,Sep,Karnataka,Hyderabad,Yes,25-34,Primary School,Upper Middle,24367064,21311974,3055090,2047285,1007805,12.54,13.70,12.39,14.86
2024-10,2024,Oct,Karnataka,Hyderabad,Yes,25-34,Higher Secondary,Upper Middle,22731877,21410461,1321416,776399,545017,5.81,6.72,6.51,9.64
2024-11,2024,Nov,Karnataka,Chennai,Yes,25-34,No Formal Education,Poor,22929941,21930283,999658,557429,442229,4.36,6.16,5.16,6.86
2024-12,2024,Dec,Karnataka,Non-Metro,No,18-24,Secondary School,Upper Middle,23116279,21577308,1538971,852950,686021,6.66,6.95,5.58,12.51
2020-01,2020,Jan,Kerala,Delhi,Yes,45-54,Undergraduate,Poor,37804614,34454166,3350448,2151573,1198875,8.86,8.86,7.61,14.81
2020-02,2020,Feb,Kerala,Pune,Yes,25-34,Postgraduate,Poor,36749154,33638772,3110382,2052515,1057867,8.46,8.18,7.31,12.11
2020-03,2020,Mar,Kerala,Kolkata,Yes,25-34,Undergraduate,Upper Middle,35328528,33753873,1574655,1026734,547921,4.46,5.41,4.68,6.58
2020-04,2020,Apr,Kerala,Delhi,Yes,18-24,Postgraduate,Upper Middle,35754062,34143194,1610868,1038949,571919,4.51,3.91,2.85,9.88
2020-05,2020,May,Kerala,Mumbai,Yes,35-44,Primary School,Rich,35440088,32914023,2526065,1419902,1106163,7.13,6.77,7.57,10.00
2020-06,2020,Jun,Kerala,Bangalore,Yes,18-24,Undergraduate,Upper Middle,37316357,35553817,1762540,1225373,537167,4.72,4.27,4.43,8.23
2020-07,2020,Jul,Kerala,Non-Metro,No,25-34,No Formal Education,Upper Middle,37295708,34513783,2781925,1739800,1042125,7.46,9.26,7.46,12.75
2020-08,2020,Aug,Kerala,Chennai,Yes,55-60,Postgraduate,Rich,35351527,32910648,2440879,1540932,899947,6.90,7.96,6.41,11.97
2020-09,2020,Sep,Kerala,Kolkata,Yes,45-54,No Formal Education,Poor,37711109,35968074,1743035,1003740,739295,4.62,6.51,4.18,6.91
2020-10,2020,Oct,Kerala,Hyderabad,Yes,35-44,Higher Secondary,Poor,37631497,35034834,2596663,1526785,1069878,6.90,8.70,5.52,11.84
2020-11,2020,Nov,Kerala,Chennai,Yes,45-54,Undergraduate,Poor,37789178,35096123,2693055,1810412,882643,7.13,6.13,8.02,12.80
2020-12,2020,Dec,Kerala,Non-Metro,No,25-34,Primary School,Poor,38143324,34626377,3516947,1976036,1540911,9.22,11.10,9.93,14.01
2021-01,2021,Jan,Kerala,Delhi,Yes,18-24,Primary School,Upper Middle,36491511,34136824,2354687,1564624,790063,6.45,6.71,4.59,9.61
2021-02,2021,Feb,Kerala,Pune,Yes,55-60,Postgraduate,Upper Middle,36979158,34752095,2227063,1263963,963100,6.02,6.54,6.47,11.77
2021-03,2021,Mar,Kerala,Kolkata,Yes,55-60,Undergraduate,Lower Middle,37292804,34200793,3092011,1883432,1208579,8.29,8.76,8.83,13.62
2021-04,2021,Apr,Kerala,Hyderabad,Yes,18-24,Secondary School,Upper Middle,36801662,34211281,2590381,1554215,1036166,7.04,8.76,6.85,11.15
2021-05,2021,May,Kerala,Non-Metro,No,55-60,Undergraduate,Lower Middle,38175280,35210802,2964478,1677716,1286762,7.77,7.69,5.87,11.06
2021-06,2021,Jun,Kerala,Kolkata,Yes,18-24,Undergraduate,Lower Middle,37324092,34677098,2646994,1674903,972091,7.09,7.08,5.93,9.83
2021-07,2021,Jul,Kerala,Bangalore,Yes,55-60,Postgraduate,Upper Middle,38018622,36719701,1298921,729335,569586,3.42,3.88,2.27,8.31
2021-08,2021,Aug,Kerala,Non-Metro,No,18-24,Postgraduate,Lower Middle,38814953,36113325,2701628,1857535,844093,6.96,8.58,6.02,11.85
2021-09,2021,Sep,Kerala,Ahmedabad,Yes,45-54,Primary School,Rich,35772760,32819643,2953117,1703292,1249825,8.26,7.63,8.01,13.19
2021-10,2021,Oct,Kerala,Delhi,Yes,55-60,Primary School,Poor,36496997,34146231,2350766,1305139,1045627,6.44,7.42,7.41,9.50
2021-11,2021,Nov,Kerala,Non-Metro,No,18-24,Higher Secondary,Lower Middle,35724485,33494100,2230385,1228022,1002363,6.24,6.14,4.70,9.38
2021-12,2021,Dec,Kerala,Delhi,Yes,35-44,Primary School,Rich,36699290,34023679,2675611,1775124,900487,7.29,6.34,5.60,10.93
2022-01,2022,Jan,Kerala,Ahmedabad,Yes,25-34,Secondary School,Rich,38281774,35458984,2822790,1750006,1072784,7.37,9.00,7.72,10.05
2022-02,2022,Feb,Kerala,Kolkata,Yes,18-24,Secondary School,Upper Middle,37205744,34162971,3042773,1895970,1146803,8.18,8.92,7.80,10.38
2022-03,2022,Mar,Kerala,Delhi,Yes,55-60,Undergraduate,Rich,38409059,36240630,2168429,1242982,925447,5.65,4.83,5.00,8.46
2022-04,2022,Apr,Kerala,Delhi,Yes,18-24,Secondary School,Poor,37407366,34477958,2929408,1896590,1032818,7.83,6.99,8.34,11.88
2022-05,2022,May,Kerala,Delhi,Yes,55-60,No Formal Education,Rich,35936921,31556707,4380214,2539006,1841208,12.19,11.54,13.10,14.28
2022-06,2022,Jun,Kerala,Kolkata,Yes,35-44,Primary School,Rich,38285013,34734049,3550964,2372772,1178192,9.28,10.37,9.20,14.41
2022-07,2022,Jul,Kerala,Non-Metro,No,35-44,Higher Secondary,Rich,35881321,33246549,2634772,1545336,1089436,7.34,8.45,6.55,13.02
2022-08,2022,Aug,Kerala,Non-Metro,No,45-54,Secondary School,Lower Middle,37718534,34783323,2935211,1654175,1281036,7.78,7.73,8.15,12.51
2022-09,2022,Sep,Kerala,Mumbai,Yes,18-24,Primary School,Lower Middle,36207130,33430435,2776695,1915222,861473,7.67,8.23,7.37,9.73
2022-10,2022,Oct,Kerala,Ahmedabad,Yes,45-54,Postgraduate,Upper Middle,38202797,35012565,3190232,1927669,1262563,8.35,7.67,8.24,10.84
2022-11,2022,Nov,Kerala,Non-Metro,No,25-34,Higher Secondary,Upper Middle,38688737,34949799,3738938,2367177,1371761,9.66,10.60,9.62,15.13
2022-12,2022,Dec,Kerala,Delhi,Yes,25-34,Secondary School,Lower Middle,38624195,37358125,1266070,871016,395054,3.28,3.78,2.52,5.95
2023-01,2023,Jan,Kerala,Non-Metro,No,25-34,Higher Secondary,Upper Middle,38616391,35819899,2796492,1658528,1137964,7.24,6.35,7.99,11.93
2023-02,2023,Feb,Kerala,Kolkata,Yes,35-44,Undergraduate,Poor,38983815,36932325,2051490,1399984,651506,5.26,5.65,5.97,7.47
2023-03,2023,Mar,Kerala,Delhi,Yes,18-24,Primary School,Poor,38644780,36237497,2407283,1663750,743533,6.23,6.88,6.00,10.84
2023-04,2023,Apr,Kerala,Hyderabad,Yes,45-54,Undergraduate,Upper Middle,36252235,33075911,3176324,1920675,1255649,8.76,9.29,6.95,12.30
2023-05,2023,May,Kerala,Non-Metro,No,25-34,No Formal Education,Rich,35683053,33984534,1698519,1070610,627909,4.76,5.99,5.65,9.63
2023-06,2023,Jun,Kerala,Kolkata,Yes,45-54,Postgraduate,Upper Middle,38990789,36396833,2593956,1698394,895562,6.65,7.76,5.77,8.72
2023-07,2023,Jul,Kerala,Ahmedabad,Yes,25-34,Higher Secondary,Upper Middle,37403967,35581028,1822939,1140406,682533,4.87,4.96,4.45,9.56
2023-08,2023,Aug,Kerala,Mumbai,Yes,55-60,Undergraduate,Poor,36303416,33461126,2842290,1681579,1160711,7.83,7.77,6.08,12.57
2023-09,2023,Sep,Kerala,Ahmedabad,Yes,25-34,No Formal Education,Poor,35587280,33757481,1829799,1123395,706404,5.14,5.09,5.19,10.63
2023-10,2023,Oct,Kerala,Hyderabad,Yes,45-54,Undergraduate,Lower Middle,36184677,32653978,3530699,2460324,1070375,9.76,9.04,8.13,13.42
2023-11,2023,Nov,Kerala,Chennai,Yes,35-44,Higher Secondary,Rich,37772650,34864748,2907902,1645241,1262661,7.70,6.92,6.52,13.62
2023-12,2023,Dec,Kerala,Non-Metro,No,45-54,Secondary School,Upper Middle,37517882,34719839,2798043,1836804,961239,7.46,8.79,6.80,11.25
2024-01,2024,Jan,Kerala,Delhi,Yes,55-60,Undergraduate,Lower Middle,38455150,36543650,1911500,1311103,600397,4.97,5.72,4.04,7.63
2024-02,2024,Feb,Kerala,Bangalore,Yes,18-24,Postgraduate,Upper Middle,37174005,35061365,2112640,1425039,687601,5.68,6.26,5.84,10.01
2024-03,2024,Mar,Kerala,Kolkata,Yes,55-60,Undergraduate,Upper Middle,38617081,35108286,3508795,2315564,1193231,9.09,9.78,7.35,12.74
